Company,GL Level 02,GL Level 03,GL Level 04,GL Level 05,GL Level 06,Income Balance,Posting Date,Budget,Budget Reverse Sign,Budget Variance,Budget Variance Reverse Sign,Amount,Amount Reverse Sign,Amount LY,Amount LY Reverse Sign,Amount Variance,Amount Variance Reverse Sign,Balance,Balance Reverse Sign,Balance LY,Balance LY Reverse,Balance Variance,Balance Variance Reverse Sign,Closing Entry,Quarter
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/12/2019 00:00,2371,-2371,-113,113,2259,-2259,2247,-2247,12,-12,136528,-136528,111512,-111512,25016,-25016,Regular Entry,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/12/2019 00:00,2371,-2371,-2371,2371,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/01/2020 00:00,1895,-1895,-1895,1895,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/01/2020 00:00,1895,-1895,308,-308,2204,-2204,2078,-2078,126,-126,138732,-138732,113589,-113589,25142,-25142,Regular Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/01/2020 00:00,1895,-1895,-1895,1895,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/02/2020 00:00,1742,-1742,-1742,1742,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/02/2020 00:00,1742,-1742,357,-357,2099,-2099,2090,-2090,9,-9,140830,-140830,115679,-115679,25151,-25151,Regular Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/02/2020 00:00,1742,-1742,-1742,1742,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/03/2020 00:00,1782,-1782,-1782,1782,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/03/2020 00:00,1782,-1782,290,-290,2072,-2072,2193,-2193,-121,121,142902,-142902,117871,-117871,25030,-25030,Regular Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/03/2020 00:00,1782,-1782,-1782,1782,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/04/2020 00:00,1737,-1737,-1737,1737,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/04/2020 00:00,1737,-1737,307,-307,2044,-2044,1931,-1931,113,-113,144945,-144945,119802,-119802,25143,-25143,Regular Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/04/2020 00:00,1737,-1737,-1737,1737,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/05/2020 00:00,2038,-2038,-2038,2038,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/05/2020 00:00,2038,-2038,0,0,2038,-2038,2116,-2116,-78,78,146983,-146983,121917,-121917,25065,-25065,Regular Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/05/2020 00:00,2038,-2038,-2038,2038,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/06/2020 00:00,1925,-1925,-1925,1925,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/06/2020 00:00,1925,-1925,167,-167,2093,-2093,2260,-2260,-167,167,149075,-149075,124177,-124177,24898,-24898,Regular Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/06/2020 00:00,1925,-1925,-1925,1925,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/07/2020 00:00,1711,-1711,-1711,1711,,,,,,,,,,,,,Closing Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/07/2020 00:00,1711,-1711,233,-233,1945,-1945,1983,-1983,-38,38,151020,-151020,126159,-126159,24860,-24860,Regular Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/07/2020 00:00,1711,-1711,-1711,1711,,,,,,,,,,,,,Unknown,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/08/2020 00:00,2115,-2115,-2115,2115,,,,,,,,,,,,,Closing Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/08/2020 00:00,2115,-2115,88,-88,2204,-2204,1969,-1969,235,-235,153223,-153223,128128,-128128,25095,-25095,Regular Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/08/2020 00:00,2115,-2115,-2115,2115,,,,,,,,,,,,,Unknown,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/09/2020 00:00,1617,-1617,-1617,1617,,,,,,,,,,,,,Closing Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/09/2020 00:00,1617,-1617,355,-355,1972,-1972,2143,-2143,-171,171,155195,-155195,130270,-130270,24924,-24924,Regular Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/09/2020 00:00,1617,-1617,-1617,1617,,,,,,,,,,,,,Unknown,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/10/2020 00:00,1982,-1982,-1982,1982,,,,,,,,,,,,,Closing Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/10/2020 00:00,1982,-1982,61,-61,2044,-2044,2028,-2028,16,-16,157238,-157238,132298,-132298,24940,-24940,Regular Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/10/2020 00:00,1982,-1982,-1982,1982,,,,,,,,,,,,,Unknown,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/11/2020 00:00,1677,-1677,-1677,1677,,,,,,,,,,,,,Closing Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/11/2020 00:00,1677,-1677,319,-319,1997,-1997,1972,-1972,25,-25,159235,-159235,134270,-134270,24965,-24965,Regular Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/11/2020 00:00,1677,-1677,-1677,1677,,,,,,,,,,,,,Unknown,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/12/2020 00:00,1987,-1987,-1987,1987,,,,,,,,,,,,,Closing Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/12/2020 00:00,1987,-1987,246,-246,2233,-2233,2259,-2259,-26,26,161467,-161467,136528,-136528,24939,-24939,Regular Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Computer Expenses,64200 - Consultant Services,,,Income Statement,01/12/2020 00:00,1987,-1987,-1987,1987,,,,,,,,,,,,,Unknown,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,,,,,,,,148110,-148110,-148110,148110,7472364,-7472364,5832813,-5832813,1639552,-1639552,Regular Entry,Unknown
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2016 00:00,114280,-114280,-114280,114280,,,,,,,,,,,,,Closing Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2016 00:00,114280,-114280,-13147,13147,101132,-101132,,,101132,-101132,101132,-101132,,,101132,-101132,Regular Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2016 00:00,114280,-114280,-114280,114280,,,,,,,,,,,,,Unknown,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2016 00:00,85842,-85842,-85842,85842,,,,,,,,,,,,,Closing Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2016 00:00,85842,-85842,867,-867,86709,-86709,,,86709,-86709,187842,-187842,,,187842,-187842,Regular Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2016 00:00,85842,-85842,-85842,85842,,,,,,,,,,,,,Unknown,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2016 00:00,100631,-100631,-100631,100631,,,,,,,,,,,,,Closing Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2016 00:00,100631,-100631,-4792,4792,95839,-95839,,,95839,-95839,283681,-283681,,,283681,-283681,Regular Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2016 00:00,100631,-100631,-100631,100631,,,,,,,,,,,,,Unknown,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2016 00:00,107692,-107692,-107692,107692,,,,,,,,,,,,,Closing Entry,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2016 00:00,107692,-107692,-17195,17195,90497,-90497,,,90497,-90497,374178,-374178,,,374178,-374178,Regular Entry,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2016 00:00,107692,-107692,-107692,107692,,,,,,,,,,,,,Unknown,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2016 00:00,123657,-123657,-123657,123657,,,,,,,,,,,,,Closing Entry,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2016 00:00,123657,-123657,-28536,28536,95121,-95121,,,95121,-95121,469299,-469299,,,469299,-469299,Regular Entry,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2016 00:00,123657,-123657,-123657,123657,,,,,,,,,,,,,Unknown,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2016 00:00,104451,-104451,-104451,104451,,,,,,,,,,,,,Closing Entry,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2016 00:00,104451,-104451,-1034,1034,103417,-103417,,,103417,-103417,572716,-572716,,,572716,-572716,Regular Entry,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2016 00:00,104451,-104451,-104451,104451,,,,,,,,,,,,,Unknown,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2016 00:00,103539,-103539,-103539,103539,,,,,,,,,,,,,Closing Entry,2016 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2016 00:00,103539,-103539,-5861,5861,97678,-97678,,,97678,-97678,670394,-670394,,,670394,-670394,Regular Entry,2016 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2016 00:00,103539,-103539,-103539,103539,,,,,,,,,,,,,Unknown,2016 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2016 00:00,109519,-109519,-109519,109519,,,,,,,,,,,,,Closing Entry,2016 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2016 00:00,109519,-109519,-13450,13450,96070,-96070,,,96070,-96070,766463,-766463,,,766463,-766463,Regular Entry,2016 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2016 00:00,109519,-109519,-109519,109519,,,,,,,,,,,,,Unknown,2016 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2016 00:00,101402,-101402,-101402,101402,,,,,,,,,,,,,Closing Entry,2016 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2016 00:00,101402,-101402,-2953,2953,98449,-98449,,,98449,-98449,864912,-864912,,,864912,-864912,Regular Entry,2016 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2016 00:00,101402,-101402,-101402,101402,,,,,,,,,,,,,Unknown,2016 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2016 00:00,115780,-115780,-115780,115780,,,,,,,,,,,,,Closing Entry,2016 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2016 00:00,115780,-115780,-12405,12405,103375,-103375,,,103375,-103375,968287,-968287,,,968287,-968287,Regular Entry,2016 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2016 00:00,115780,-115780,-115780,115780,,,,,,,,,,,,,Unknown,2016 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2016 00:00,138256,-138256,-138256,138256,,,,,,,,,,,,,Closing Entry,2016 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2016 00:00,138256,-138256,-27651,27651,110605,-110605,,,110605,-110605,1078892,-1078892,,,1078892,-1078892,Regular Entry,2016 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2016 00:00,138256,-138256,-138256,138256,,,,,,,,,,,,,Unknown,2016 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2016 00:00,147891,-147891,-147891,147891,,,,,,,,,,,,,Closing Entry,2016 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2016 00:00,147891,-147891,-26669,26669,121222,-121222,,,121222,-121222,1200115,-1200115,,,1200115,-1200115,Regular Entry,2016 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2016 00:00,147891,-147891,-147891,147891,,,,,,,,,,,,,Unknown,2016 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2017 00:00,99701,-99701,-99701,99701,,,,,,,,,,,,,Closing Entry,2017 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2017 00:00,99701,-99701,3084,-3084,102784,-102784,101132,-101132,1652,-1652,1302899,-1302899,101132,-101132,1201767,-1201767,Regular Entry,2017 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2017 00:00,99701,-99701,-99701,99701,,,,,,,,,,,,,Unknown,2017 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2017 00:00,105971,-105971,-105971,105971,,,,,,,,,,,,,Closing Entry,2017 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2017 00:00,105971,-105971,5577,-5577,111549,-111549,86709,-86709,24839,-24839,1414448,-1414448,187842,-187842,1226606,-1226606,Regular Entry,2017 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2017 00:00,105971,-105971,-105971,105971,,,,,,,,,,,,,Unknown,2017 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2017 00:00,112542,-112542,-112542,112542,,,,,,,,,,,,,Closing Entry,2017 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2017 00:00,112542,-112542,9786,-9786,122329,-122329,95839,-95839,26490,-26490,1536777,-1536777,283681,-283681,1253096,-1253096,Regular Entry,2017 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2017 00:00,112542,-112542,-112542,112542,,,,,,,,,,,,,Unknown,2017 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2017 00:00,104628,-104628,-104628,104628,,,,,,,,,,,,,Closing Entry,2017 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2017 00:00,104628,-104628,7875,-7875,112503,-112503,90497,-90497,22006,-22006,1649280,-1649280,374178,-374178,1275102,-1275102,Regular Entry,2017 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2017 00:00,104628,-104628,-104628,104628,,,,,,,,,,,,,Unknown,2017 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2017 00:00,119211,-119211,-119211,119211,,,,,,,,,,,,,Closing Entry,2017 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2017 00:00,119211,-119211,1204,-1204,120415,-120415,95121,-95121,25294,-25294,1769694,-1769694,469299,-469299,1300396,-1300396,Regular Entry,2017 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2017 00:00,119211,-119211,-119211,119211,,,,,,,,,,,,,Unknown,2017 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2017 00:00,129668,-129668,-129668,129668,,,,,,,,,,,,,Closing Entry,2017 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2017 00:00,129668,-129668,-3777,3777,125891,-125891,103417,-103417,22474,-22474,1895585,-1895585,572716,-572716,1322869,-1322869,Regular Entry,2017 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2017 00:00,129668,-129668,-129668,129668,,,,,,,,,,,,,Unknown,2017 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2017 00:00,111452,-111452,-111452,111452,,,,,,,,,,,,,Closing Entry,2017 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2017 00:00,111452,-111452,3447,-3447,114899,-114899,97678,-97678,17221,-17221,2010484,-2010484,670394,-670394,1340091,-1340091,Regular Entry,2017 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2017 00:00,111452,-111452,-111452,111452,,,,,,,,,,,,,Unknown,2017 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2017 00:00,118450,-118450,-118450,118450,,,,,,,,,,,,,Closing Entry,2017 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2017 00:00,118450,-118450,-18069,18069,100381,-100381,96070,-96070,4311,-4311,2110865,-2110865,766463,-766463,1344402,-1344402,Regular Entry,2017 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2017 00:00,118450,-118450,-118450,118450,,,,,,,,,,,,,Unknown,2017 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2017 00:00,94729,-94729,-94729,94729,,,,,,,,,,,,,Closing Entry,2017 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2017 00:00,94729,-94729,0,0,94729,-94729,98449,-98449,-3720,3720,2205594,-2205594,864912,-864912,1340682,-1340682,Regular Entry,2017 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2017 00:00,94729,-94729,-94729,94729,,,,,,,,,,,,,Unknown,2017 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2017 00:00,110808,-110808,-110808,110808,,,,,,,,,,,,,Closing Entry,2017 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2017 00:00,110808,-110808,-10073,10073,100734,-100734,103375,-103375,-2641,2641,2306329,-2306329,968287,-968287,1338042,-1338042,Regular Entry,2017 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2017 00:00,110808,-110808,-110808,110808,,,,,,,,,,,,,Unknown,2017 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2017 00:00,93116,-93116,-93116,93116,,,,,,,,,,,,,Closing Entry,2017 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2017 00:00,93116,-93116,5944,-5944,99059,-99059,110605,-110605,-11546,11546,2405388,-2405388,1078892,-1078892,1326496,-1326496,Regular Entry,2017 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2017 00:00,93116,-93116,-93116,93116,,,,,,,,,,,,,Unknown,2017 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2017 00:00,103175,-103175,-103175,103175,,,,,,,,,,,,,Closing Entry,2017 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2017 00:00,103175,-103175,4299,-4299,107474,-107474,121222,-121222,-13748,13748,2512862,-2512862,1200115,-1200115,1312747,-1312747,Regular Entry,2017 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2017 00:00,103175,-103175,-103175,103175,,,,,,,,,,,,,Unknown,2017 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2018 00:00,89249,-89249,-89249,89249,,,,,,,,,,,,,Closing Entry,2018 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2018 00:00,89249,-89249,13336,-13336,102585,-102585,102784,-102784,-199,199,2615447,-2615447,1302899,-1302899,1312548,-1312548,Regular Entry,2018 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2018 00:00,89249,-89249,-89249,89249,,,,,,,,,,,,,Unknown,2018 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2018 00:00,86482,-86482,-86482,86482,,,,,,,,,,,,,Closing Entry,2018 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2018 00:00,86482,-86482,7520,-7520,94002,-94002,111549,-111549,-17547,17547,2709449,-2709449,1414448,-1414448,1295001,-1295001,Regular Entry,2018 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2018 00:00,86482,-86482,-86482,86482,,,,,,,,,,,,,Unknown,2018 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2018 00:00,83630,-83630,-83630,83630,,,,,,,,,,,,,Closing Entry,2018 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2018 00:00,83630,-83630,6295,-6295,89925,-89925,122329,-122329,-32404,32404,2799374,-2799374,1536777,-1536777,1262597,-1262597,Regular Entry,2018 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2018 00:00,83630,-83630,-83630,83630,,,,,,,,,,,,,Unknown,2018 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2018 00:00,96628,-96628,-96628,96628,,,,,,,,,,,,,Closing Entry,2018 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2018 00:00,96628,-96628,7273,-7273,103901,-103901,112503,-112503,-8602,8602,2903275,-2903275,1649280,-1649280,1253995,-1253995,Regular Entry,2018 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2018 00:00,96628,-96628,-96628,96628,,,,,,,,,,,,,Unknown,2018 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2018 00:00,112282,-112282,-112282,112282,,,,,,,,,,,,,Closing Entry,2018 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2018 00:00,112282,-112282,-8317,8317,103965,-103965,120415,-120415,-16450,16450,3007240,-3007240,1769694,-1769694,1237546,-1237546,Regular Entry,2018 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2018 00:00,112282,-112282,-112282,112282,,,,,,,,,,,,,Unknown,2018 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2018 00:00,120357,-120357,-120357,120357,,,,,,,,,,,,,Closing Entry,2018 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2018 00:00,120357,-120357,5015,-5015,125372,-125372,125891,-125891,-519,519,3132612,-3132612,1895585,-1895585,1237027,-1237027,Regular Entry,2018 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2018 00:00,120357,-120357,-120357,120357,,,,,,,,,,,,,Unknown,2018 Q2
